Date,Open,High,Low,Close,Adjclose,Volume
2023-04-07,0.063956,0.064472,0.060585,0.060939,0.060939,8090365
2023-04-08,0.060931,0.062920,0.060729,0.062321,0.062321,7123567
2023-04-09,0.062329,0.063533,0.061025,0.062920,0.062920,6228499
2023-04-10,0.062931,0.067614,0.062236,0.066247,0.066247,21380886
2023-04-11,0.066243,0.070227,0.066168,0.067929,0.067929,17158857
2023-04-12,0.067916,0.069053,0.065212,0.067714,0.067714,12601278
2023-04-13,0.067235,0.070038,0.066020,0.069932,0.069932,12778700
2023-04-14,0.069949,0.073922,0.069829,0.072976,0.072976,18074094
2023-04-15,0.072996,0.074712,0.071241,0.074629,0.074629,11527557
2023-04-16,0.074528,0.074634,0.071547,0.073864,0.073864,9911035
2023-04-17,0.073880,0.074056,0.070260,0.072191,0.072191,13926794
2023-04-18,0.072192,0.073932,0.071272,0.073382,0.073382,9475279
2023-04-19,0.073385,0.073385,0.063985,0.064992,0.064992,13787170
2023-04-20,0.064992,0.066145,0.061959,0.062471,0.062471,8591505
2023-04-21,0.062462,0.063303,0.058535,0.059840,0.059840,9827499
2023-04-22,0.059853,0.061308,0.059022,0.061308,0.061308,5352469
2023-04-23,0.061325,0.061391,0.058866,0.060109,0.060109,5136559
2023-04-24,0.060071,0.060988,0.058438,0.060066,0.060066,5254646
2023-04-25,0.060065,0.062064,0.058354,0.061960,0.061960,6374393
2023-04-26,0.061966,0.064674,0.058659,0.061612,0.061612,10517304
2023-04-27,0.061620,0.065104,0.060555,0.063878,0.063878,9949805
2023-04-28,0.063882,0.064620,0.062400,0.064020,0.064020,6498287
2023-04-29,0.064045,0.066196,0.063661,0.065199,0.065199,6041711
2023-04-30,0.065212,0.065877,0.063845,0.063984,0.063984,5678512
2023-05-01,0.063953,0.064395,0.060216,0.061331,0.061331,7102304
2023-05-02,0.061340,0.062909,0.060398,0.062706,0.062706,5752626
2023-05-03,0.062704,0.063484,0.060085,0.063206,0.063206,7039608
2023-05-04,0.063202,0.063418,0.060786,0.061436,0.061436,3914649
2023-05-05,0.061431,0.063094,0.060997,0.062569,0.062569,5841514
2023-05-06,0.062570,0.062878,0.055609,0.056461,0.056461,9570348
2023-05-07,0.056461,0.057653,0.056077,0.056378,0.056378,5565451
2023-05-08,0.056369,0.056847,0.050287,0.051402,0.051402,9542936
2023-05-09,0.051411,0.051699,0.050363,0.051186,0.051186,5099369
2023-05-10,0.051190,0.053753,0.050766,0.053034,0.053034,6699943
2023-05-11,0.053048,0.053069,0.049659,0.050345,0.050345,5301201
2023-05-12,0.050353,0.052090,0.048892,0.052090,0.052090,5415323
2023-05-13,0.052094,0.052094,0.050633,0.051226,0.051226,2643660
2023-05-14,0.051221,0.051920,0.050225,0.051531,0.051531,2524924
2023-05-15,0.051532,0.052741,0.050815,0.052083,0.052083,3040131
2023-05-16,0.052079,0.052972,0.051497,0.052600,0.052600,3096552
2023-05-17,0.052603,0.054616,0.051982,0.054437,0.054437,3820691
2023-05-18,0.054438,0.054464,0.052146,0.053603,0.053603,4374971
2023-05-19,0.053614,0.054916,0.053243,0.054197,0.054197,3941481
2023-05-20,0.054195,0.054277,0.053571,0.053687,0.053687,2903698
2023-05-21,0.053686,0.053935,0.051352,0.051661,0.051661,2694184
2023-05-22,0.051671,0.052457,0.050910,0.052126,0.052126,3011750
2023-05-23,0.052122,0.053615,0.051811,0.053013,0.053013,3070351
2023-05-24,0.053009,0.053013,0.049994,0.050714,0.050714,3916552
2023-05-25,0.050711,0.050963,0.049650,0.050096,0.050096,3451365
2023-05-26,0.050097,0.050522,0.049534,0.049804,0.049804,4825107
2023-05-27,0.049795,0.049913,0.049137,0.049785,0.049785,3101706
2023-05-28,0.049783,0.052005,0.049671,0.051355,0.051355,3415021
2023-05-29,0.051364,0.052048,0.049819,0.050371,0.050371,9665606
2023-05-30,0.050389,0.050599,0.049727,0.050224,0.050224,5211354
2023-05-31,0.050225,0.050520,0.048020,0.049195,0.049195,4693347
2023-06-01,0.049195,0.050345,0.049135,0.049273,0.049273,5443458
2023-06-02,0.049267,0.050530,0.048858,0.050496,0.050496,3893676
2023-06-03,0.050468,0.050688,0.049370,0.049559,0.049559,2943607
2023-06-04,0.049561,0.050132,0.049161,0.049458,0.049458,2916677
2023-06-05,0.049460,0.049460,0.043325,0.044088,0.044088,7244503
2023-06-06,0.044107,0.046987,0.042776,0.045860,0.045860,6042328
2023-06-07,0.045863,0.045874,0.041685,0.042064,0.042064,5295552
2023-06-08,0.042076,0.042850,0.040930,0.042211,0.042211,5239000
2023-06-09,0.042194,0.042530,0.041344,0.041877,0.041877,3431355
2023-06-10,0.041877,0.041917,0.032186,0.036621,0.036621,12555197
2023-06-11,0.036624,0.037473,0.036360,0.036881,0.036881,3479695
2023-06-12,0.036875,0.037027,0.036018,0.036879,0.036879,3712779
2023-06-13,0.036876,0.038408,0.036566,0.037983,0.037983,4363820
2023-06-14,0.037983,0.040165,0.037483,0.038265,0.038265,6945403
2023-06-15,0.038258,0.039113,0.037381,0.038873,0.038873,6204475
2023-06-16,0.038840,0.039178,0.037712,0.038633,0.038633,3392375
2023-06-17,0.038636,0.040321,0.038450,0.039735,0.039735,3073647
2023-06-18,0.039734,0.041360,0.039267,0.040263,0.040263,4096109
2023-06-19,0.040278,0.041643,0.040260,0.041425,0.041425,4549212
2023-06-20,0.041437,0.043563,0.041364,0.043488,0.043488,6070387
2023-06-21,0.043500,0.045598,0.043434,0.045156,0.045156,6379909
2023-06-22,0.045146,0.047438,0.044862,0.045370,0.045370,7492423
2023-06-23,0.045371,0.047946,0.045210,0.046941,0.046941,4701403
2023-06-24,0.046942,0.047848,0.046026,0.046232,0.046232,3586033
2023-06-25,0.046355,0.048200,0.046242,0.047901,0.047901,3730185
2023-06-26,0.047892,0.047894,0.045043,0.045538,0.045538,4265454
2023-06-27,0.045537,0.048372,0.045447,0.047501,0.047501,4285995
2023-06-28,0.047510,0.047517,0.044045,0.044293,0.044293,5488576
2023-06-29,0.044201,0.045881,0.043803,0.043828,0.043828,3354237
2023-06-30,0.043821,0.045523,0.041924,0.043880,0.043880,8232039
2023-07-01,0.043879,0.044816,0.043729,0.044291,0.044291,3187141
2023-07-02,0.044302,0.044517,0.042945,0.044384,0.044384,3119725
2023-07-03,0.044376,0.046109,0.044324,0.045777,0.045777,4461269
2023-07-04,0.045772,0.046062,0.044638,0.045102,0.045102,3007280
2023-07-05,0.045107,0.046139,0.043640,0.044222,0.044222,3541174
2023-07-06,0.044221,0.045649,0.042542,0.042548,0.042548,4015732
2023-07-07,0.042551,0.043181,0.042191,0.042627,0.042627,2380440
2023-07-08,0.042623,0.043450,0.042032,0.042809,0.042809,2027419
2023-07-09,0.042814,0.043337,0.041627,0.041826,0.041826,2166858
2023-07-10,0.041825,0.043227,0.041025,0.042411,0.042411,3216116
2023-07-11,0.042417,0.042764,0.042024,0.042447,0.042447,2090283
2023-07-12,0.042447,0.043310,0.042125,0.042705,0.042705,2630761
2023-07-13,0.042705,0.045887,0.041850,0.045886,0.045886,5160321
2023-07-14,0.045874,0.046675,0.042896,0.044431,0.044431,5733260
2023-07-15,0.044430,0.044730,0.043502,0.043711,0.043711,2557143
2023-07-16,0.043714,0.043893,0.041781,0.041946,0.041946,3716786
2023-07-17,0.041886,0.043235,0.041401,0.043182,0.043182,5806976
2023-07-18,0.043179,0.044157,0.042039,0.042665,0.042665,5907887
2023-07-19,0.042669,0.043462,0.042140,0.042533,0.042533,6713780
2023-07-20,0.042530,0.044932,0.042438,0.043417,0.043417,9014452
2023-07-21,0.043413,0.044823,0.043285,0.044579,0.044579,4534972
2023-07-22,0.044580,0.044852,0.043790,0.044209,0.044209,3371126
2023-07-23,0.044256,0.045220,0.044251,0.045011,0.045011,3797816
2023-07-24,0.045012,0.045244,0.041805,0.041884,0.041884,4989813
2023-07-25,0.041885,0.047088,0.041569,0.045095,0.045095,19557615
2023-07-26,0.045101,0.050637,0.043608,0.050102,0.050102,18698400
2023-07-27,0.050114,0.052846,0.048398,0.050989,0.050989,25966276
2023-07-28,0.050989,0.055811,0.050850,0.053563,0.053563,29750761
2023-07-29,0.053561,0.054225,0.051017,0.052241,0.052241,11466050
2023-07-30,0.052246,0.056852,0.051991,0.054947,0.054947,20902348
2023-07-31,0.054940,0.057673,0.053415,0.053969,0.053969,17969012
2023-08-01,0.053973,0.055578,0.052701,0.054584,0.054584,12948983
2023-08-02,0.054319,0.054777,0.050944,0.051155,0.051155,9519241
2023-08-03,0.051161,0.051628,0.049144,0.049153,0.049153,6795484
2023-08-04,0.049149,0.051767,0.049093,0.050596,0.050596,6099131
2023-08-05,0.050597,0.050680,0.048110,0.048731,0.048731,5585393
2023-08-06,0.048736,0.051205,0.048348,0.049934,0.049934,7206998
2023-08-07,0.049937,0.053250,0.049749,0.052799,0.052799,15071167
2023-08-08,0.052799,0.053247,0.051108,0.052592,0.052592,6686656
2023-08-09,0.052593,0.053161,0.050991,0.051323,0.051323,6784050
2023-08-10,0.051323,0.053612,0.050500,0.053388,0.053388,9249795
2023-08-11,0.053387,0.056874,0.053356,0.056769,0.056769,18943691
2023-08-12,0.056768,0.061143,0.056357,0.057687,0.057687,29569977
2023-08-13,0.057689,0.062879,0.057284,0.058959,0.058959,18519077
2023-08-14,0.058956,0.061854,0.058899,0.060409,0.060409,15623477
2023-08-15,0.060408,0.060481,0.056110,0.059125,0.059125,13119185
2023-08-16,0.059126,0.059144,0.054403,0.055656,0.055656,13224781
2023-08-17,0.055657,0.059774,0.046980,0.052695,0.052695,27486150
2023-08-18,0.052656,0.062212,0.051928,0.058106,0.058106,41752055
2023-08-19,0.058116,0.062041,0.057878,0.059332,0.059332,21911130
2023-08-20,0.059335,0.062458,0.059107,0.060670,0.060670,20238685
2023-08-21,0.060664,0.061947,0.058763,0.059667,0.059667,15009536
2023-08-22,0.059683,0.060909,0.058468,0.060422,0.060422,13391632
2023-08-23,0.060429,0.068499,0.059552,0.066809,0.066809,39677589
2023-08-24,0.066819,0.067552,0.065545,0.066467,0.066467,17266141
2023-08-25,0.066452,0.066452,0.061603,0.064438,0.064438,16871189
2023-08-26,0.064449,0.065405,0.061755,0.062307,0.062307,9570302
2023-08-27,0.062304,0.062887,0.059561,0.060258,0.060258,7701570
2023-08-28,0.060270,0.061186,0.057785,0.060458,0.060458,12472824
2023-08-29,0.060461,0.063591,0.059301,0.060842,0.060842,16609474
2023-08-30,0.060929,0.061052,0.057674,0.057697,0.057697,10261089
2023-08-31,0.057698,0.057698,0.054939,0.056340,0.056340,12749258
2023-09-01,0.056342,0.057918,0.055192,0.056645,0.056645,10044984
2023-09-02,0.056655,0.056850,0.055116,0.055308,0.055308,6602031
2023-09-03,0.055159,0.056692,0.054555,0.055270,0.055270,5695579
2023-09-04,0.055266,0.056057,0.052242,0.053522,0.053522,8528461
2023-09-05,0.053529,0.056034,0.052318,0.055726,0.055726,5856250
2023-09-06,0.055729,0.057669,0.054745,0.057659,0.057659,5813637
2023-09-07,0.057672,0.060848,0.056925,0.060439,0.060439,12433652
2023-09-08,0.060481,0.061297,0.058359,0.060059,0.060059,7573487
2023-09-09,0.060058,0.060893,0.059026,0.060188,0.060188,5585772
2023-09-10,0.060194,0.060203,0.057590,0.058842,0.058842,9321677
2023-09-11,0.058837,0.060422,0.055677,0.057174,0.057174,11143996
2023-09-12,0.057188,0.060982,0.056040,0.056190,0.056190,17797725
2023-09-13,0.056161,0.056161,0.052764,0.053162,0.053162,14729537
2023-09-14,0.053176,0.053276,0.048787,0.049271,0.049271,15096804
2023-09-15,0.049285,0.051979,0.048717,0.051377,0.051377,10102114
2023-09-16,0.051416,0.052033,0.050346,0.051225,0.051225,6520934
2023-09-17,0.051225,0.051256,0.048604,0.049603,0.049603,5364161
2023-09-18,0.049598,0.051934,0.049039,0.049815,0.049815,6500170
2023-09-19,0.049781,0.052342,0.049515,0.051860,0.051860,7032522
2023-09-20,0.051858,0.054535,0.051654,0.054531,0.054531,8515624
2023-09-21,0.054484,0.058638,0.052375,0.053722,0.053722,72869268
2023-09-22,0.053723,0.053903,0.050765,0.051457,0.051457,10029200
2023-09-23,0.051460,0.051758,0.050150,0.051216,0.051216,4492770
2023-09-24,0.051259,0.051348,0.049967,0.049983,0.049983,3844636
2023-09-25,0.049989,0.051644,0.049704,0.051276,0.051276,5664851
2023-09-26,0.051271,0.051290,0.048079,0.048645,0.048645,6393017
2023-09-27,0.048654,0.048901,0.046220,0.046540,0.046540,8792975
2023-09-28,0.046539,0.049700,0.046276,0.049617,0.049617,7106262
2023-09-29,0.049621,0.049884,0.048201,0.049268,0.049268,6975732
2023-09-30,0.049272,0.049589,0.048365,0.049000,0.049000,3436105
2023-10-01,0.048999,0.051022,0.048814,0.050659,0.050659,4756634
2023-10-02,0.050663,0.050754,0.047774,0.048480,0.048480,8567251
2023-10-03,0.048476,0.048657,0.046718,0.046857,0.046857,6606561
2023-10-04,0.046859,0.046898,0.045158,0.045402,0.045402,8687160
2023-10-05,0.045409,0.046117,0.044533,0.045157,0.045157,15767858
2023-10-06,0.045137,0.045999,0.045059,0.045765,0.045765,6815815
2023-10-07,0.045788,0.046959,0.045788,0.046351,0.046351,22577501
2023-10-08,0.046331,0.046502,0.045135,0.046097,0.046097,8485104
2023-10-09,0.046097,0.046307,0.042851,0.043626,0.043626,9371737
2023-10-10,0.043629,0.044228,0.042652,0.042776,0.042776,4902948
2023-10-11,0.042779,0.043045,0.041774,0.041885,0.041885,5482662
2023-10-12,0.041885,0.041952,0.041063,0.041325,0.041325,5208256
2023-10-13,0.041321,0.042723,0.041153,0.042285,0.042285,4226614
2023-10-14,0.042284,0.042749,0.042137,0.042313,0.042313,2305520
2023-10-15,0.042305,0.042894,0.042109,0.042579,0.042579,3017262
2023-10-16,0.042586,0.043586,0.041646,0.042349,0.042349,6670199
2023-10-17,0.042345,0.043040,0.040516,0.040516,0.040516,5289000
2023-10-18,0.040516,0.040782,0.038951,0.039089,0.039089,5120928
2023-10-19,0.039085,0.040108,0.038644,0.039564,0.039564,4784146
2023-10-20,0.039562,0.041694,0.039299,0.040774,0.040774,5910629
2023-10-21,0.040767,0.042359,0.040567,0.041778,0.041778,5355726
2023-10-22,0.041777,0.042156,0.040544,0.041781,0.041781,6938067
2023-10-23,0.041866,0.046998,0.041342,0.046998,0.046998,17215128
2023-10-24,0.046991,0.058393,0.046722,0.051804,0.051804,63186350
2023-10-25,0.051826,0.054158,0.048861,0.051588,0.051588,31851671
2023-10-26,0.051583,0.053880,0.049368,0.050587,0.050587,15255273
2023-10-27,0.050600,0.050705,0.049036,0.049440,0.049440,9497150
2023-10-28,0.049438,0.052465,0.049226,0.052341,0.052341,11778752
2023-10-29,0.052335,0.053018,0.050935,0.051826,0.051826,8400991
2023-10-30,0.051828,0.056051,0.051584,0.054448,0.054448,17369184
2023-10-31,0.054450,0.056056,0.052010,0.053422,0.053422,17295229
2023-11-01,0.053439,0.057103,0.053387,0.056069,0.056069,19104327
2023-11-02,0.056070,0.057351,0.053725,0.055228,0.055228,15582058
2023-11-03,0.055226,0.055236,0.052372,0.054508,0.054508,10577503
2023-11-04,0.054510,0.055729,0.053811,0.055151,0.055151,7245311
2023-11-05,0.055150,0.056334,0.054241,0.055591,0.055591,11283287
2023-11-06,0.055589,0.066295,0.054560,0.065204,0.065204,38698911
2023-11-07,0.065140,0.065140,0.059136,0.061842,0.061842,27041930
2023-11-08,0.061819,0.065544,0.060456,0.064567,0.064567,16197272
2023-11-09,0.064572,0.070275,0.062793,0.069252,0.069252,42332290
2023-11-10,0.069256,0.070746,0.066963,0.070314,0.070314,29565480
2023-11-11,0.070354,0.073383,0.066680,0.071336,0.071336,25191900
2023-11-12,0.071403,0.083837,0.069350,0.081063,0.081063,55406056
2023-11-13,0.081088,0.086736,0.068209,0.068209,0.068209,58486306
2023-11-14,0.068153,0.074159,0.066369,0.071731,0.071731,45201892
2023-11-15,0.071749,0.072922,0.067772,0.069451,0.069451,34346327
2023-11-16,0.069453,0.070809,0.063301,0.064136,0.064136,34752782
2023-11-17,0.064143,0.067064,0.061397,0.064279,0.064279,21336671
2023-11-18,0.064539,0.064756,0.058773,0.062686,0.062686,20017018
2023-11-19,0.062709,0.068885,0.061528,0.068196,0.068196,19951205
2023-11-20,0.068179,0.068179,0.064934,0.066119,0.066119,18989827
2023-11-21,0.066126,0.067525,0.058815,0.058815,0.058815,22154479
2023-11-22,0.058806,0.065657,0.058702,0.064707,0.064707,14462682
2023-11-23,0.064691,0.066713,0.064385,0.065439,0.065439,11043169
2023-11-24,0.065447,0.068987,0.065290,0.067315,0.067315,14446400
2023-11-25,0.067462,0.069177,0.066497,0.068053,0.068053,10118530
2023-11-26,0.068061,0.068631,0.064653,0.067554,0.067554,12217759
2023-11-27,0.067547,0.067748,0.063052,0.065679,0.065679,16346966
2023-11-28,0.065686,0.067001,0.063303,0.065619,0.065619,12257036
2023-11-29,0.065607,0.068022,0.065255,0.066187,0.066187,11466696
2023-11-30,0.066196,0.066944,0.065432,0.065814,0.065814,9517522
2023-12-01,0.065799,0.070156,0.065400,0.068691,0.068691,10751286
2023-12-02,0.068622,0.070862,0.068305,0.069992,0.069992,12628211
2023-12-03,0.069993,0.071791,0.067808,0.070730,0.070730,11755793
2023-12-04,0.070725,0.073284,0.068117,0.073203,0.073203,77889206
2023-12-05,0.073201,0.073769,0.070156,0.072864,0.072864,21139656
2023-12-06,0.072843,0.073292,0.069114,0.069798,0.069798,18290939
2023-12-07,0.069869,0.071782,0.068893,0.070735,0.070735,15628479
2023-12-08,0.070734,0.075057,0.070216,0.073780,0.073780,22736831
2023-12-09,0.073785,0.077570,0.073780,0.074132,0.074132,24768580
2023-12-10,0.074140,0.076138,0.072273,0.076103,0.076103,13795082
2023-12-11,0.076109,0.078653,0.069581,0.075165,0.075165,49092558
2023-12-12,0.075194,0.079127,0.072984,0.075638,0.075638,41124719
2023-12-13,0.075650,0.086068,0.073603,0.084720,0.084720,49922650
2023-12-14,0.084686,0.089041,0.083248,0.085475,0.085475,38980633
2023-12-15,0.085476,0.085505,0.079882,0.079936,0.079936,21079098
2023-12-16,0.079841,0.084230,0.079841,0.080582,0.080582,15930867
2023-12-17,0.080582,0.081897,0.078256,0.078414,0.078414,13594700
2023-12-18,0.078444,0.157242,0.074299,0.100306,0.100306,561769109
2023-12-19,0.100461,0.100556,0.092540,0.092931,0.092931,87515807
2023-12-20,0.092942,0.096574,0.092605,0.095168,0.095168,36670199
2023-12-21,0.095168,0.095948,0.091005,0.093594,0.093594,24643924
2023-12-22,0.093579,0.093610,0.089142,0.092387,0.092387,20797768
2023-12-23,0.092385,0.099875,0.090137,0.099060,0.099060,28461966
2023-12-24,0.098975,0.112224,0.097346,0.108271,0.108271,97401869
2023-12-25,0.108286,0.109196,0.102703,0.108216,0.108216,44245719
2023-12-26,0.108238,0.119144,0.102141,0.118352,0.118352,61502889
2023-12-27,0.118437,0.137295,0.118437,0.128240,0.128240,154302585
2023-12-28,0.128171,0.134688,0.121159,0.125992,0.125992,69120571
2023-12-29,0.125966,0.130138,0.119350,0.127247,0.127247,42548714
2023-12-30,0.127264,0.141651,0.125809,0.141651,0.141651,73533122
2023-12-31,0.141531,0.145579,0.134807,0.136069,0.136069,70527555
